"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"GOOG","Alphabet Inc.","1200.49","834564316534.04","n/a","2004","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/goog",
"GOOGL","Alphabet Inc.","1205.54","838075007833.84","n/a","n/a","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/googl",
"AABA","Altaba Inc.","73.94","41958308123.8","n/a","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/aaba",
"ALTR","Altair Engineering Inc.","39.47","2789662515.09","n/a","2017","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/altr",
"AYX","Alteryx, Inc.","84.76","5236830402.44","n/a","2017","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/ayx",
"AMBA","Ambarella, Inc.","43.28","1416329084.32","n/a","2012","Technology","Semiconductors","https://www.nasdaq.com/symbol/amba",
"AMBR","Amber Road, Inc.","8.81","247411326.91","n/a","2014","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/ambr",
"DOX","Amdocs Limited","54.34","7553912080","n/a","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/dox",
"AMRH","Ameri Holdings, Inc.","0.3228","15180778.1724","n/a","n/a","Technology","Semiconductors","https://www.nasdaq.com/symbol/amrh",
"AMRHW","Ameri Holdings, Inc.","0.06","0","n/a","n/a","Technology","Semiconductors","https://www.nasdaq.com/symbol/amrhw",
"AMSWA","American Software, Inc.","12.14","377855339.08","n/a","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/amswa",
"AMKR","Amkor Technology, Inc.","8.74","2093863947.16","n/a","1998","Technology","Semiconductors","https://www.nasdaq.com/symbol/amkr",
"AMN","AMN Healthcare Services Inc","48.23","2260305268.13","n/a","n/a","Technology","Professional Services","https://www.nasdaq.com/symbol/amn",
"ASYS","Amtech Systems, Inc.","5.54","78820793.2","n/a","n/a","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/asys",
"ADI","Analog Devices, Inc.","108.11","39818460486.54","n/a","n/a","Technology","Semiconductors","https://www.nasdaq.com/symbol/adi",
"PLAN","Anaplan, Inc.","38.45","4860080000","n/a","2018","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/plan",
"ANSS","ANSYS, Inc.","187.61","15716432651.08","n/a","1996","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/anss",
"APY","Apergy Corporation","41.03","3174191334.82","n/a","2018","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/apy",
"APPF","AppFolio, Inc.","80.1","2715813088.2","n/a","2015","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/appf",
"APPN","Appian Corporation","34.21","2198161257.93","n/a","2017","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/appn",
"AAPL","Apple Inc.","194.02","914858625600","n/a","1980","Technology","Computer Manufacturing","https://www.nasdaq.com/symbol/aapl",
"AMAT","Applied Materials, Inc.","40.99","38915603042.91","n/a","1972","Technology","Semiconductors","https://www.nasdaq.com/symbol/amat",
"AAOI","Applied Optoelectronics, Inc.","12.13","241176095.69","n/a","2013","Technology","Semiconductors","https://www.nasdaq.com/symbol/aaoi",
"AQ","Aquantia Corp.","9.18","322900487.1","n/a","2017","Technology","Semiconductors","https://www.nasdaq.com/symbol/aq",
"ANET","Arista Networks, Inc.","318.43","24114981889.39","n/a","2014","Technology","Computer Communications Equipment","https://www.nasdaq.com/symbol/anet",
"ARRS","ARRIS International plc","31.66","5560386975.72","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/arrs",
"ASX","ASE Technology Holding Co., Ltd.","4.53","9462253513.05","n/a","2018","Technology","Semiconductors","https://www.nasdaq.com/symbol/asx",
"ASGN","ASGN Incorporated","64.09","3374674844.32","n/a","1992","Technology","Professional Services","https://www.nasdaq.com/symbol/asgn",
"ASML","ASML Holding N.V.","193.84","13900416432.16","71710774","1995","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/asml",
"AZPN","Aspen Technology, Inc.","105.99","7381762687.59","n/a","1994","Technology","EDP Services","https://www.nasdaq.com/symbol/azpn",
"ALOT","AstroNova, Inc.","21.32","148233568.08","n/a","1983","Technology","Computer peripheral equipment","https://www.nasdaq.com/symbol/alot",
"ASUR","Asure Software Inc","6.22","95818260.3","n/a","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/asur",
"TEAM","Atlassian Corporation Plc","115.6","27686779156","n/a","2015","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/team",
"ATOM","Atomera Incorporated","2.97","45534563.91","n/a","2016","Technology","Semiconductors","https://www.nasdaq.com/symbol/atom",
"ATTU","Attunity Ltd.","23.32","511496146.04","n/a","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/attu",
"AUO","AU Optronics Corp","3.63","3493600974.93","n/a","2002","Technology","Semiconductors","https://www.nasdaq.com/symbol/auo",
"AEYE","AudioEye, Inc.","9.1","69371365.7","n/a","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/aeye",
"JG","Aurora Mobile Limited","6.7","74868279","11174370","2018","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/jg",
"ADSK","Autodesk, Inc.","164.35","36080612749.6","n/a","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/adsk",
"ATHM","Autohome Inc.","102.62","12020994642.72","n/a","2013","Technology","EDP Services","https://www.nasdaq.com/symbol/athm",
"ADP","Automatic Data Processing, Inc.","161.44","70328051664.64","n/a","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/adp",
"AUTO","AutoWeb, Inc.","3.6","46749420","n/a","n/a","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/auto",
"AVLR","Avalara, Inc.","56.85","3949402188.75","n/a","2018","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/avlr",
"AVNW","Aviat Networks, Inc.","14.9","80163907.2","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/avnw",
"AVID","Avid Technology, Inc.","8.23","345667160.1","n/a","1993","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/avid",
"AWRE","Aware, Inc.","3.55","76577582.5","n/a","1996","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/awre",
"ACLS","Axcelis Technologies, Inc.","20.17","662115204.61","n/a","2000","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/acls",
"AXTI","AXT Inc","4.94","197520757.46","n/a","1998","Technology","Semiconductors","https://www.nasdaq.com/symbol/axti",
"BOSC","B.O.S. Better Online Solutions","2.8","10235470","n/a","n/a","Technology","Computer Communications Equipment","https://www.nasdaq.com/symbol/bosc",
"BIDU","Baidu, Inc.","170.98","47646102374.6","278664770","2005","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/bidu",
"BAND","Bandwidth Inc.","67.76","1351493866.8","n/a","2017","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/band",
"BBSI","Barrett Business Services, Inc.","77","570377808","n/a","1993","Technology","Professional Services","https://www.nasdaq.com/symbol/bbsi",
"BHE","Benchmark Electronics, Inc.","26.9","1093618558.5","n/a","n/a","Technology","Electrical Products","https://www.nasdaq.com/symbol/bhe",
"BNFT","Benefitfocus, Inc.","45.95","1472279079.3","n/a","2013","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/bnft",
"BGSF","BG Staffing Inc","21.6","220956984","n/a","n/a","Technology","Professional Services","https://www.nasdaq.com/symbol/bgsf",
"BILI","Bilibili Inc.","18.05","1568069310.3","86873646","2018","Technology","EDP Services","https://www.nasdaq.com/symbol/bili",
"BKYI","BIO-key International, Inc.","1.37","19149679.16","n/a","n/a","Technology","Computer Communications Equipment","https://www.nasdaq.com/symbol/bkyi",
"BITA","Bitauto Holdings Limited","15.53","496245620","n/a","2010","Technology","EDP Services","https://www.nasdaq.com/symbol/bita",
"BKTI","BK Technologies Corporation","4.25","54205749.5","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/bkti",
"BKI","Black Knight, Inc.","54.06","8109644341.14","n/a","2017","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/bki",
"BLKB","Blackbaud, Inc.","82.99","4030682802.05","n/a","2004","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/blkb",
"BB","BlackBerry Limited","9.6","5254636531.2","n/a","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/bb",
"BL","BlackLine, Inc.","45.8","2520158419.4","n/a","2016","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/bl",
"BDR","Blonder Tongue Laboratories, Inc.","1.09","10403416.71","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/bdr",
"BRQS","Borqs Technologies, Inc. ","4.61","144308443.5","n/a","2015","Technology","EDP Services","https://www.nasdaq.com/symbol/brqs",
"EPAY","Bottomline Technologies, Inc.","51.22","2212392531.18","n/a","1999","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/epay",
"BOX","Box, Inc.","19.59","2827468699.14","n/a","2015","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/box",
"BLIN          ","Bridgeline Digital, Inc.","0.1666","2705793.7494","n/a","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/blin",
"BCOV","Brightcove Inc.","8.35","305988246.65","n/a","2012","Technology","EDP Services","https://www.nasdaq.com/symbol/bcov",
"AVGO","Broadcom Inc.","303.05","119961027263","n/a","2009","Technology","Semiconductors","https://www.nasdaq.com/symbol/avgo",
"BVSN","BroadVision, Inc.","1.42","7098798.68","n/a","1996","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/bvsn",
"BRKS","Brooks Automation, Inc.","29.53","2095451575.82","n/a","1995","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/brks",
"CCMP","Cabot Microelectronics Corporation","114.42","3313070346.06","n/a","2000","Technology","Semiconductors","https://www.nasdaq.com/symbol/ccmp",
"CACI","CACI International, Inc.","181.7","4517538780.8","n/a","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/caci",
"CDNS","Cadence Design Systems, Inc.","64.61","18167441157.32","n/a","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/cdns",
"CAI","CAI International, Inc.","23.78","444977352.56","n/a","n/a","Technology","Diversified Commercial Services","https://www.nasdaq.com/symbol/cai",
"CAMP","CalAmp Corp.","12.85","440229512.1","n/a","1983","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/camp",
"CSIQ","Canadian Solar Inc.","18.99","1112467717.35","n/a","2006","Technology","Semiconductors","https://www.nasdaq.com/symbol/csiq",
"CANG","Cango Inc.","7.02","1060756720.92","n/a","2018","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/cang",
"CBLK","Carbon Black, Inc.","14.04","993821414.04","n/a","2018","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/cblk",
"CARB","Carbonite, Inc.","24.32","835766990.08","n/a","2011","Technology","EDP Services","https://www.nasdaq.com/symbol/carb",
"CDLX","Cardlytics, Inc.","17.09","384561111.17","n/a","2018","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/cdlx",
"CARG","CarGurus, Inc.","40.8","3683108412","n/a","2017","Technology","EDP Services","https://www.nasdaq.com/symbol/carg",
"CARS","Cars.com Inc.","23.16","1560867852.6","n/a","2017","Technology","EDP Services","https://www.nasdaq.com/symbol/cars",
"CASA","Casa Systems, Inc.","8.62","716565239.16","n/a","2017","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/casa",
"CSLT","Castlight Health, inc.","3.76","539650992","n/a","2014","Technology","EDP Services","https://www.nasdaq.com/symbol/cslt",
"CLS","Celestica, Inc.","8.53","977799998.95","n/a","1998","Technology","Electrical Products","https://www.nasdaq.com/symbol/cls",
"CRNT","Ceragon Networks Ltd.","3.72","291537858.24","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/crnt",
"CDAY","Ceridian HCM Holding Inc.","51.48","7233706485.72","n/a","2018","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/cday",
"CERN","Cerner Corporation","56.93","18465866492.44","n/a","1986","Technology","EDP Services","https://www.nasdaq.com/symbol/cern",
"CEVA","CEVA, Inc.","27.41","604760260.9","n/a","n/a","Technology","Semiconductors","https://www.nasdaq.com/symbol/ceva",
"CYOU","Changyou.com Limited","17.54","343188622.24","19566056","2009","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/cyou",
"ECOM          ","ChannelAdvisor Corporation","12.22","339685596.64","n/a","2013","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/ecom",
"CHKP","Check Point Software Technologies Ltd.","127.99","20354849717.12","n/a","1996","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/chkp",
"CMCM","Cheetah Mobile Inc.","6.51","933106416.69","n/a","2014","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/cmcm",
"CVR","Chicago Rivet & Machine Co.","28.5","27534762","n/a","n/a","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/cvr",
"CCIH","ChinaCache International Holdings Ltd.","1.25","30201850","24161480","2010","Technology","EDP Services","https://www.nasdaq.com/symbol/ccih",
"CNET","ChinaNet Online Holdings, Inc.","1.97","31781109.71","n/a","n/a","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/cnet",
"IMOS","ChipMOS TECHNOLOGIES INC.","17.21","91382105.46","5309826","n/a","Technology","Semiconductors","https://www.nasdaq.com/symbol/imos",
"CCC","Churchill Capital Corp","13.53","1166962500","n/a","2018","Technology","EDP Services","https://www.nasdaq.com/symbol/ccc",
"CRUS","Cirrus Logic, Inc.","40.95","2421881812.35","n/a","1989","Technology","Semiconductors","https://www.nasdaq.com/symbol/crus",
"CSCO","Cisco Systems, Inc.","55.29","243388112417.64","n/a","1990","Technology","Computer Communications Equipment","https://www.nasdaq.com/symbol/csco",
"CISN","Cision Ltd.","13.65","2024405592.3","n/a","2017","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/cisn",
"CTXS","Citrix Systems, Inc.","100.13","13189707658.29","n/a","1995","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/ctxs",
"CLDR","Cloudera, Inc.","11.31","3041684945.91","n/a","2017","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/cldr",
"CLPS","CLPS Incorporation","9.83","135789860.43","n/a","2018","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/clps",
"CTSH","Cognizant Technology Solutions Corporation","73.57","42310053661.75","n/a","1998","Technology","EDP Services","https://www.nasdaq.com/symbol/ctsh",
"CCNI","Command Center, Inc.","3.9","18388203.6","n/a","n/a","Technology","Professional Services","https://www.nasdaq.com/symbol/ccni",
"COMM","CommScope Holding Company, Inc.","22.83","4392041746.74","n/a","2013","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/comm",
"CVLT","Commvault Systems, Inc.","62.31","2859817270.62","n/a","2006","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/cvlt",
"CPSI","Computer Programs and Systems, Inc.","29.57","423891272.6","n/a","2002","Technology","EDP Services","https://www.nasdaq.com/symbol/cpsi",
"CTG","Computer Task Group, Incorporated","4.415","63942356.7","n/a","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/ctg",
"CMTL","Comtech Telecommunications Corp.","23.39","564304777.61","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/cmtl",
"CTK","CooTek (Cayman) Inc.","10.75","683792708","n/a","2018","Technology","EDP Services","https://www.nasdaq.com/symbol/ctk",
"CLGX","CoreLogic, Inc.","37.9","3036779493.2","n/a","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/clgx",
"CSOD","Cornerstone OnDemand, Inc.","54.4","3215051424","n/a","2011","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/csod",
"CPAH","CounterPath Corporation","1.7","10114156.8","n/a","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/cpah",
"COUP","Coupa Software Incorporated","91.19","5566560959.74","n/a","2016","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/coup",
"CRAY","Cray Inc","26.47","1082363302.83","n/a","n/a","Technology","Computer Manufacturing","https://www.nasdaq.com/symbol/cray",
"CREX","Creative Realities, Inc.","2.29","22269851.54","n/a","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/crex",
"CREXW","Creative Realities, Inc.","0.3788","0","n/a","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/crexw",
"CREE","Cree, Inc.","60.38","6232680335.76","n/a","1993","Technology","Semiconductors","https://www.nasdaq.com/symbol/cree",
"CRTO","Criteo S.A.","20.06","1263771053.24","62999554","2013","Technology","Advertising","https://www.nasdaq.com/symbol/crto",
"CCRN","Cross Country Healthcare, Inc.","7.41","267796481.16","n/a","2001","Technology","Professional Services","https://www.nasdaq.com/symbol/ccrn",
"CSGS","CSG Systems International, Inc.","43.58","1437582437.48","n/a","1996","Technology","EDP Services","https://www.nasdaq.com/symbol/csgs",
"CSPI","CSP Inc.","11.57","46502768.78","n/a","1982","Technology","EDP Services","https://www.nasdaq.com/symbol/cspi",
"CTS","CTS Corporation","29.74","973515910.98","n/a","n/a","Technology","Electrical Products","https://www.nasdaq.com/symbol/cts",
"CW","Curtiss-Wright Corporation","112","4796404480","n/a","n/a","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/cw",
"CVV","CVD Equipment Corporation","3.78","24598402.92","n/a","n/a","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/cvv",
"CYBR","CyberArk Software Ltd.","119.57","4447293036.78","n/a","2014","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/cybr",
"CY","Cypress Semiconductor Corporation","15.39","5611087285.74","n/a","1986","Technology","Semiconductors","https://www.nasdaq.com/symbol/cy",
"CYRN","CYREN Ltd.","2.14","114992148.86","n/a","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/cyrn",
"DQ","DAQO New Energy Corp.","34.88","448689727.68","n/a","2010","Technology","Semiconductors","https://www.nasdaq.com/symbol/dq",
"DTSS","Datasea Inc.","2.0626","43198776.7596","n/a","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/dtss",
"DELL","Dell Technologies Inc.","61.27","25031903594.72","n/a","2018","Technology","Computer Manufacturing","https://www.nasdaq.com/symbol/dell",
"DGII","Digi International Inc.","12.53","346767787.59","n/a","1989","Technology","Computer Communications Equipment","https://www.nasdaq.com/symbol/dgii",
"DMRC","Digimarc Corporation","34","397800000","n/a","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/dmrc",
"DGLY","Digital Ally, Inc.","3.91","43260384.67","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/dgly",
"DIOD","Diodes Incorporated","36.7","1898858734","n/a","n/a","Technology","Semiconductors","https://www.nasdaq.com/symbol/diod",
"DLHC","DLH Holdings Corp.","6.4","77031430.4","n/a","n/a","Technology","Professional Services","https://www.nasdaq.com/symbol/dlhc",
"DOCU","DocuSign, Inc.","53.72","9127028000","n/a","2018","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/docu",
"DOMO","Domo, Inc.","40.76","1073533741.48","n/a","2018","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/domo",
"DOV","Dover Corporation","95.87","13921597153.6","n/a","n/a","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/dov",
"DBX","Dropbox, Inc.","22.13","9101490057.07","n/a","2018","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/dbx",
"DSPG","DSP Group, Inc.","14.81","335087416.74","n/a","1994","Technology","Semiconductors","https://www.nasdaq.com/symbol/dspg",
"DXC","DXC Technology Company","64.19","17220327493.53","n/a","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/dxc",
"ETN","Eaton Corporation, PLC","82.64","35057806404.96","n/a","n/a","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/etn",
"EBIX","Ebix, Inc.","49.42","1509593797.04","n/a","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/ebix",
"SATS","EchoStar Corporation","37.67","1795292267.03","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/sats",
"EGAN","eGain Corporation","10.4","290184180","n/a","1999","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/egan",
"ESTC","Elastic N.V.","82.3","6032315694.1","n/a","2018","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/estc",
"EA","Electronic Arts Inc.","100.84","30211217278.8","n/a","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/ea",
"EFII","Electronics for Imaging, Inc.","27.88","1188864089.92","n/a","1992","Technology","Computer Communications Equipment","https://www.nasdaq.com/symbol/efii",
"ELLI","Ellie Mae, Inc.","98.84","3439874355.68","n/a","2011","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/elli",
"ELTK","Eltek Ltd.","1.59","3225397.68","n/a","1997","Technology","Electrical Products","https://www.nasdaq.com/symbol/eltk",
"EMAN","eMagin Corporation","0.8","36025065.6","n/a","n/a","Technology","Semiconductors","https://www.nasdaq.com/symbol/eman",
"EMKR","EMCORE Corporation","3.99","110405159.34","n/a","1997","Technology","Semiconductors","https://www.nasdaq.com/symbol/emkr",
"DAVA","Endava plc","26.95","1429243123","n/a","2018","Technology","EDP Services","https://www.nasdaq.com/symbol/dava",
"EIGI","Endurance International Group Holdings, Inc.","7.4","1065500114.8","n/a","2013","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/eigi",
"WATT","Energous Corporation","6.18","164903770.44","n/a","2014","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/watt",
"ERII","Energy Recovery, Inc.","8.92","482634975.2","n/a","2008","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/erii",
"ENPH","Enphase Energy, Inc.","9.35","1014658241.3","n/a","2012","Technology","Semiconductors","https://www.nasdaq.com/symbol/enph",
"EPAM","EPAM Systems, Inc.","170.96","9262175826.24","n/a","2012","Technology","EDP Services","https://www.nasdaq.com/symbol/epam",
"PLUS","ePlus inc.","90.35","1229774178.75","n/a","1996","Technology","Retail: Computer Software & Peripheral Equipment","https://www.nasdaq.com/symbol/plus",
"ERIC","Ericsson","9.47","2959975038.14","312563362","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/eric",
