"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"EPC","Energizer Holdings, Inc.","43.65","2362229573.4","n/a","n/a","Consumer Non-Durables","Package Goods/Cosmetics","https://www.nasdaq.com/symbol/epc",
"ENS","Enersys","66.76","2873935017.32","n/a","2004","Consumer Non-Durables","Telecommunications Equipment","https://www.nasdaq.com/symbol/ens",
"ENTG","Entegris, Inc.","36.71","4974705577.56","n/a","2000","Consumer Non-Durables","Plastic Products","https://www.nasdaq.com/symbol/entg",
"ESCA","Escalade, Incorporated","11.67","168882358.32","n/a","n/a","Consumer Non-Durables","Recreational Products/Toys","https://www.nasdaq.com/symbol/esca",
"EL","Estee Lauder Companies, Inc. (The)","163.22","58948945045.42","n/a","1995","Consumer Non-Durables","Package Goods/Cosmetics","https://www.nasdaq.com/symbol/el",
"EVK","Ever-Glory International Group, Inc.","3.78","55944529.2","n/a","n/a","Consumer Non-Durables","Apparel","https://www.nasdaq.com/symbol/evk",
"FARM","Farmer Brothers Company","19.85","337500200.65","n/a","n/a","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/farm",
"FAMI","FARMMI, INC.","3.76","44864320","n/a","2018","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/fami",
"FLO","Flowers Foods, Inc.","21","4428910500","n/a","n/a","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/flo",
"FMX","Fomento Economico Mexicano S.A.B. de C.V.","92.81","166047590059.35","n/a","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","https://www.nasdaq.com/symbol/fmx",
"FORD","Forward Industries, Inc.","1.52","14491453.52","n/a","n/a","Consumer Non-Durables","Plastic Products","https://www.nasdaq.com/symbol/ford",
"FOSL","Fossil Group, Inc.","13.9","689548030.8","n/a","1993","Consumer Non-Durables","Consumer Specialties","https://www.nasdaq.com/symbol/fosl",
"FOXF","Fox Factory Holding Corp.","72.22","2746825518.58","n/a","2013","Consumer Non-Durables","Motor Vehicles","https://www.nasdaq.com/symbol/foxf",
"FDP","Fresh Del Monte Produce, Inc.","26.65","1292168876.05","n/a","1997","Consumer Non-Durables","Farming/Seeds/Milling","https://www.nasdaq.com/symbol/fdp",
"FRPT","Freshpet, Inc.","41.91","1493838531.24","n/a","2014","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/frpt",
"FORK","Fuling Global Inc.","2.4","37872492","n/a","2015","Consumer Non-Durables","Plastic Products","https://www.nasdaq.com/symbol/fork",
"FNKO","Funko, Inc.","21.57","1051552189.17","n/a","2017","Consumer Non-Durables","Recreational Products/Toys","https://www.nasdaq.com/symbol/fnko",
"FTFT","Future FinTech Group Inc.","0.7801","24196426.4483","n/a","n/a","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/ftft",
"WILC","G. Willi-Food International,  Ltd.","7.96","105207439.4","n/a","n/a","Consumer Non-Durables","Food Distributors","https://www.nasdaq.com/symbol/wilc",
"GPIC","Gaming Partners International Corporation","12.99","105111105.06","n/a","n/a","Consumer Non-Durables","Recreational Products/Toys","https://www.nasdaq.com/symbol/gpic",
"GIS","General Mills, Inc.","50.98","30526348917.38","n/a","n/a","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/gis",
"GIII","G-III Apparel Group, LTD.","40.05","1950771820.5","n/a","1989","Consumer Non-Durables","Apparel","https://www.nasdaq.com/symbol/giii",
"GIL","Gildan Activewear, Inc.","36.79","7599910253.65","n/a","1998","Consumer Non-Durables","Apparel","https://www.nasdaq.com/symbol/gil",
"GLAD","Gladstone Capital Corporation","9.23","263098796.35","n/a","2001","Consumer Non-Durables","Textiles","https://www.nasdaq.com/symbol/glad",
"GLADD","Gladstone Capital Corporation","25.65","0","n/a","n/a","Consumer Non-Durables","Textiles","https://www.nasdaq.com/symbol/gladd",
"GLADN","Gladstone Capital Corporation","25.29","52350300","n/a","n/a","Consumer Non-Durables","Textiles","https://www.nasdaq.com/symbol/gladn",
"GNC","GNC Holdings, Inc.","2.49","209075188.11","n/a","2011","Consumer Non-Durables","Food Chains","https://www.nasdaq.com/symbol/gnc",
"GES","Guess?, Inc.","18.69","1527469275.57","n/a","1996","Consumer Non-Durables","Apparel","https://www.nasdaq.com/symbol/ges",
"HOG","Harley-Davidson, Inc.","37.78","6027570619.9","n/a","n/a","Consumer Non-Durables","Motor Vehicles","https://www.nasdaq.com/symbol/hog",
"HAS","Hasbro, Inc.","85.12","10711711046.4","n/a","n/a","Consumer Non-Durables","Recreational Products/Toys","https://www.nasdaq.com/symbol/has",
"HSY","Hershey Company (The)","114.75","23927646361.5","n/a","n/a","Consumer Non-Durables","Specialty Foods","https://www.nasdaq.com/symbol/hsy",
"HFFG","HF Foods Group Inc.","13.13","291059091.18","n/a","2017","Consumer Non-Durables","Food Distributors","https://www.nasdaq.com/symbol/hffg",
"HRL","Hormel Foods Corporation","43.08","23076912516.24","n/a","n/a","Consumer Non-Durables","Meat/Poultry/Fish","https://www.nasdaq.com/symbol/hrl",
"TWNK","Hostess Brands, Inc.","13.01","1695223503.76","n/a","2015","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/twnk",
"TWNKW","Hostess Brands, Inc.","1.49","0","n/a","2015","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/twnkw",
"HWCC","Houston Wire & Cable Company","6.06","100674852.72","n/a","2006","Consumer Non-Durables","Telecommunications Equipment","https://www.nasdaq.com/symbol/hwcc",
"ICON","Iconix Brand Group, Inc.","1.79","15819409.61","n/a","n/a","Consumer Non-Durables","Shoe Manufacturing","https://www.nasdaq.com/symbol/icon",
"IGC","India Globalization Capital Inc.","2.06","81548853.32","n/a","n/a","Consumer Non-Durables","Electronic Components","https://www.nasdaq.com/symbol/igc",
"IBA","Industrias Bachoco, S.A. de C.V.","45.92","2296000000","n/a","1997","Consumer Non-Durables","Meat/Poultry/Fish","https://www.nasdaq.com/symbol/iba",
"INGR","Ingredion Incorporated","93.17","6211407434.54","n/a","n/a","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/ingr",
"IMTE","Integrated Media Technology Limited","11","29357746","n/a","n/a","Consumer Non-Durables","Consumer Electronics/Appliances","https://www.nasdaq.com/symbol/imte",
"IPAR","Inter Parfums, Inc.","75.67","2379241716.46","n/a","n/a","Consumer Non-Durables","Package Goods/Cosmetics","https://www.nasdaq.com/symbol/ipar",
"ITRN","Ituran Location and Control Ltd.","34.72","728032777.92","n/a","2005","Consumer Non-Durables","Electronic Components","https://www.nasdaq.com/symbol/itrn",
"JJSF","J & J Snack Foods Corp.","152.5","2864352600","n/a","1986","Consumer Non-Durables","Specialty Foods","https://www.nasdaq.com/symbol/jjsf",
"JILL","J. Jill, Inc.","5.39","235394333.02","n/a","2017","Consumer Non-Durables","Apparel","https://www.nasdaq.com/symbol/jill",
"SJM","J.M. Smucker Company (The)","116.05","13200288984.3","n/a","n/a","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/sjm",
"JAKK","JAKKS Pacific, Inc.","1.03","30299037.23","n/a","1996","Consumer Non-Durables","Recreational Products/Toys","https://www.nasdaq.com/symbol/jakk",
"JRSH","Jerash Holdings (US), Inc.","7.5599","85615867.5","n/a","2018","Consumer Non-Durables","Apparel","https://www.nasdaq.com/symbol/jrsh",
"JBSS","John B. Sanfilippo & Son, Inc.","70.6","803905256","n/a","1991","Consumer Non-Durables","Specialty Foods","https://www.nasdaq.com/symbol/jbss",
"JOUT","Johnson Outdoors Inc.","69.81","700821612.66","n/a","n/a","Consumer Non-Durables","Recreational Products/Toys","https://www.nasdaq.com/symbol/jout",
"KBSF","KBS Fashion Group Limited","3.95","8802563.15","n/a","2013","Consumer Non-Durables","Apparel","https://www.nasdaq.com/symbol/kbsf",
"K","Kellogg Company","56.35","19368561818.2","n/a","n/a","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/k",
"KDP","Keurig Dr Pepper Inc.","27.37","38484451229.77","n/a","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","https://www.nasdaq.com/symbol/kdp",
"KN","Knowles Corporation","17.66","1593225385.58","n/a","2014","Consumer Non-Durables","Consumer Electronics/Appliances","https://www.nasdaq.com/symbol/kn",
"KOSS","Koss Corporation","2.0592","15248027.9952","n/a","n/a","Consumer Non-Durables","Consumer Electronics/Appliances","https://www.nasdaq.com/symbol/koss",
"LW","Lamb Weston Holdings, Inc.","74.36","10893148317.48","n/a","2016","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/lw",
"LANC","Lancaster Colony Corporation","153.04","4209823554.8","n/a","n/a","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/lanc",
"LNDC","Landec Corporation","12.54","365794909.92","n/a","1996","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/lndc",
"LEVB","Level Brands, Inc.","4.57","46135959.72","n/a","2017","Consumer Non-Durables","Package Goods/Cosmetics","https://www.nasdaq.com/symbol/levb",
"LEVI","Levi Strauss & Co","23","843333341","n/a","2019","Consumer Non-Durables","Apparel","https://www.nasdaq.com/symbol/levi",
"LWAY","Lifeway Foods, Inc.","2.22","35159682.9","n/a","n/a","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/lway",
"LMNR","Limoneira Co","23.99","426368344.47","n/a","n/a","Consumer Non-Durables","Farming/Seeds/Milling","https://www.nasdaq.com/symbol/lmnr",
"YVR","Liquid Media Group Ltd.","3.39","13934710.26","n/a","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","https://www.nasdaq.com/symbol/yvr",
"LRAD","LRAD Corporation","2.98","97193096.34","n/a","n/a","Consumer Non-Durables","Consumer Electronics/Appliances","https://www.nasdaq.com/symbol/lrad",
"LULU","lululemon athletica inc.","165.47","20399164765.8","n/a","2007","Consumer Non-Durables","Apparel","https://www.nasdaq.com/symbol/lulu",
"MAT","Mattel, Inc.","13.49","4659395169.68","n/a","n/a","Consumer Non-Durables","Recreational Products/Toys","https://www.nasdaq.com/symbol/mat",
"MKC","McCormick & Company, Incorporated","151.01","18491981648.45","n/a","n/a","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/mkc",
"MKC.V","McCormick & Company, Incorporated","n/a","0","n/a","n/a","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/mkc.v",
"MED","MEDIFAST INC","129.57","1538053429.08","n/a","n/a","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/med",
"MGPI","MGP Ingredients, Inc.","77.69","1317451715.07","n/a","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","https://www.nasdaq.com/symbol/mgpi",
"TAP","Molson Coors Brewing  Company","60.15","11791963713.3","n/a","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","https://www.nasdaq.com/symbol/tap",
"MDLZ","Mondelez International, Inc.","49.64","71688571448.36","n/a","n/a","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/mdlz",
"MNST","Monster Beverage Corporation","53.33","28966091852.77","n/a","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","https://www.nasdaq.com/symbol/mnst",
"MOV","Movado Group Inc.","33.88","555543878.12","n/a","n/a","Consumer Non-Durables","Consumer Specialties","https://www.nasdaq.com/symbol/mov",
"MYE","Myers Industries, Inc.","17.16","607260482.4","n/a","n/a","Consumer Non-Durables","Plastic Products","https://www.nasdaq.com/symbol/mye",
"NAKD","Naked Brand Group Limited","0.3502","10380265.943","n/a","n/a","Consumer Non-Durables","Apparel","https://www.nasdaq.com/symbol/nakd",
"FIZZ","National Beverage Corp.","57.6","2686610304","n/a","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","https://www.nasdaq.com/symbol/fizz",
"NLS","Nautilus Group, Inc. (The)","5.58","165112322.76","n/a","n/a","Consumer Non-Durables","Recreational Products/Toys","https://www.nasdaq.com/symbol/nls",
"NBEV","New Age Beverages Corporation","5.24","393348942.08","n/a","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","https://www.nasdaq.com/symbol/nbev",
"NWL","Newell Brands Inc.","15.34","6485752000","n/a","n/a","Consumer Non-Durables","Plastic Products","https://www.nasdaq.com/symbol/nwl",
"NKE","Nike, Inc.","84.37","132781298871.65","n/a","n/a","Consumer Non-Durables","Shoe Manufacturing","https://www.nasdaq.com/symbol/nke",
"NOMD","Nomad Foods Limited","20.3","3947377122.5","n/a","2016","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/nomd",
"SEED","Origin Agritech Limited","7.6266","1780284.8646","n/a","n/a","Consumer Non-Durables","Farming/Seeds/Milling","https://www.nasdaq.com/symbol/seed",
"OXM","Oxford Industries, Inc.","75.3","1276650582.3","n/a","n/a","Consumer Non-Durables","Apparel","https://www.nasdaq.com/symbol/oxm",
"PEP","Pepsico, Inc.","121.68","170873021957.04","n/a","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","https://www.nasdaq.com/symbol/pep",
"PFGC","Performance Food Group Company","39.08","4111312723","n/a","2015","Consumer Non-Durables","Food Distributors","https://www.nasdaq.com/symbol/pfgc",
"PM","Philip Morris International Inc","88.01","136925495595.46","n/a","n/a","Consumer Non-Durables","Farming/Seeds/Milling","https://www.nasdaq.com/symbol/pm",
"PPC","Pilgrim&#39;s Pride Corporation","21.49","5350259590.69","n/a","n/a","Consumer Non-Durables","Meat/Poultry/Fish","https://www.nasdaq.com/symbol/ppc",
"PLAG","Planet Green Holdings Corp","5.03","22076.67","n/a","n/a","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/plag",
"POPE","Pope Resources","68","296881404","n/a","n/a","Consumer Non-Durables","Environmental Services","https://www.nasdaq.com/symbol/pope",
"POST","Post Holdings, Inc.","108.32","7842820560.96","n/a","2012","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/post",
"PRMW","Primo Water Corporation","14.97","583757081.13","n/a","2010","Consumer Non-Durables","Food Distributors","https://www.nasdaq.com/symbol/prmw",
"PVH","PVH Corp.","124.2","9333183997.8","n/a","n/a","Consumer Non-Durables","Apparel","https://www.nasdaq.com/symbol/pvh",
"RADA","RADA Electronic Industries Ltd.","3","112556676","n/a","n/a","Consumer Non-Durables","Electronic Components","https://www.nasdaq.com/symbol/rada",
"RL","Ralph Lauren Corporation","127.29","10007788270.08","n/a","1997","Consumer Non-Durables","Apparel","https://www.nasdaq.com/symbol/rl",
"RAND","Rand Capital Corporation","3.0701","19409135.3588","n/a","n/a","Consumer Non-Durables","Textiles","https://www.nasdaq.com/symbol/rand",
"RAVE","Rave Restaurant Group, Inc.","1.6","24114097.6","n/a","n/a","Consumer Non-Durables","Food Distributors","https://www.nasdaq.com/symbol/rave",
"REED","Reeds, Inc.","2.86","73535773.74","n/a","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","https://www.nasdaq.com/symbol/reed",
"BIQI","Renmin Tianli Group, Inc.","2","16067490","n/a","n/a","Consumer Non-Durables","Farming/Seeds/Milling","https://www.nasdaq.com/symbol/biqi",
"REV","Revlon, Inc.","20.37","1076920365.57","n/a","1996","Consumer Non-Durables","Package Goods/Cosmetics","https://www.nasdaq.com/symbol/rev",
"RIBT","RiceBran Technologies","3.54","114506893.2","n/a","n/a","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/ribt",
"RELL","Richardson Electronics, Ltd.","6.68","87170793.6","n/a","1983","Consumer Non-Durables","Electronic Components","https://www.nasdaq.com/symbol/rell",
"RCKY","Rocky Brands, Inc.","25.38","187349068.8","n/a","1993","Consumer Non-Durables","Shoe Manufacturing","https://www.nasdaq.com/symbol/rcky",
